Hybridization REF	TCGA-19-1787-01B-01T-0919-07
Composite Element REF	unc_DWD_Batch_adjusted
ebv-miR-BART1-3p	5.77013819219631
ebv-miR-BART1-5p	5.73682686297105
ebv-miR-BART10	5.8130446798322
ebv-miR-BART11-3p	6.07634633998039
ebv-miR-BART11-5p	5.74371768511323
ebv-miR-BART12	5.77060676916808
ebv-miR-BART13	7.97490816484817
ebv-miR-BART14-3p	5.77508427728681
ebv-miR-BART14-5p	5.77821828821301
ebv-miR-BART15	5.74110638287098
ebv-miR-BART16	5.82653893617830
ebv-miR-BART17-3p	5.81752873314077
ebv-miR-BART17-5p	5.81506663907468
ebv-miR-BART18	5.72099086810048
ebv-miR-BART19	7.37780675593215
ebv-miR-BART2	5.75723278130764
ebv-miR-BART20-3p	5.74475467956148
ebv-miR-BART20-5p	5.74641656219102
ebv-miR-BART3-3p	5.75360006705425
ebv-miR-BART3-5p	5.8240453648303
ebv-miR-BART4	5.86023419645479
ebv-miR-BART5	5.79742103888844
ebv-miR-BART6-3p	5.71446498314472
ebv-miR-BART6-5p	5.73429524639598
ebv-miR-BART7	6.39310968173924
ebv-miR-BART8-3p	5.98669501791705
ebv-miR-BART8-5p	5.75315032893074
ebv-miR-BART9	5.77696743447719
ebv-miR-BHRF1-1	5.94970862942119
ebv-miR-BHRF1-2	5.77644494585731
ebv-miR-BHRF1-2*	5.79972913815927
ebv-miR-BHRF1-3	5.72574467601475
hcmv-miR-UL112	5.76494365287623
hcmv-miR-UL148D	6.31094826447716
hcmv-miR-UL22A	5.90432282097244
hcmv-miR-UL22A*	5.73540595363928
hcmv-miR-UL36	6.59736705754436
hcmv-miR-UL70-3p	7.05496121386821
hcmv-miR-UL70-5p	5.71872734419761
hcmv-miR-US25-1	6.01946917618082
hcmv-miR-US25-2-3p	5.7696787681908
hcmv-miR-US25-2-5p	6.13707696202982
hcmv-miR-US33	6.92116580265267
hcmv-miR-US4	6.7104640082489
hcmv-miR-US5-1	5.81880489839718
hcmv-miR-US5-2	5.7240919198371
hsa-let-7a	14.712476942736
hsa-let-7b	13.8379766602597
hsa-let-7c	13.0636920679931
hsa-let-7d	11.9437950514318
hsa-let-7e	11.6449486121866
hsa-let-7f	13.4321239093892
hsa-let-7g	11.5443773035463
hsa-let-7i	10.6422952988639
