Hybridization REF	TCGA-16-1045-01B-01T-0525-07
Composite Element REF	unc_DWD_Batch_adjusted
ebv-miR-BART1-3p	5.82546672029601
ebv-miR-BART1-5p	5.72552954665801
ebv-miR-BART10	5.76957318314472
ebv-miR-BART11-3p	6.49708163000882
ebv-miR-BART11-5p	5.72239102807329
ebv-miR-BART12	5.77098042590991
ebv-miR-BART13	8.1061544021473
ebv-miR-BART14-3p	5.73214869109754
ebv-miR-BART14-5p	5.81843945258688
ebv-miR-BART15	5.78006638060289
ebv-miR-BART16	5.81420249701578
ebv-miR-BART17-3p	5.97782322532989
ebv-miR-BART17-5p	5.79299680409141
ebv-miR-BART18	5.82128280102208
ebv-miR-BART19	6.97090511593679
ebv-miR-BART2	5.89503072444218
ebv-miR-BART20-3p	5.79320509213556
ebv-miR-BART20-5p	5.77916044181376
ebv-miR-BART3-3p	5.71355138343776
ebv-miR-BART3-5p	5.75060954324539
ebv-miR-BART4	5.80625309047049
ebv-miR-BART5	5.80752725651331
ebv-miR-BART6-3p	5.73082427228922
ebv-miR-BART6-5p	5.77542580157136
ebv-miR-BART7	6.30407577063134
ebv-miR-BART8-3p	6.02801367910336
ebv-miR-BART8-5p	5.76689654425508
ebv-miR-BART9	5.78563769827878
ebv-miR-BHRF1-1	5.88742300826175
ebv-miR-BHRF1-2	5.68872349687774
ebv-miR-BHRF1-2*	5.74981676246954
ebv-miR-BHRF1-3	5.71167116234506
hcmv-miR-UL112	5.74995415957274
hcmv-miR-UL148D	6.49337380777027
hcmv-miR-UL22A	6.04964279355707
hcmv-miR-UL22A*	5.73194029094675
hcmv-miR-UL36	6.82898564442191
hcmv-miR-UL70-3p	8.0120041099158
hcmv-miR-UL70-5p	5.76100652706506
hcmv-miR-US25-1	6.1280764424675
hcmv-miR-US25-2-3p	5.72001329156148
hcmv-miR-US25-2-5p	6.16325485292281
hcmv-miR-US33	7.05398489251283
hcmv-miR-US4	6.94921736289791
hcmv-miR-US5-1	5.86647995592488
hcmv-miR-US5-2	5.70453707913438
hsa-let-7a	13.7613317247553
hsa-let-7b	14.4997894258307
hsa-let-7c	13.1059595115218
hsa-let-7d	11.0630705375105
hsa-let-7e	12.0194050608777
hsa-let-7f	11.1951958612886
hsa-let-7g	11.1624401813151
hsa-let-7i	10.9910681329681
hsa-miR-1	5.73646109223269
hsa-miR-100	10.4566984436363
hsa-miR-101	10.3048062237025
hsa-miR-103	10.4731517399385
hsa-miR-105	5.78753027425981
hsa-miR-106a	9.94494174985539
hsa-miR-106b	10.6597368534405
hsa-miR-107	10.4325968484426
hsa-miR-10a	6.29291810907187
hsa-miR-10b	8.11887006491053
hsa-miR-122a	5.75928421104232
hsa-miR-124a	8.93275133273156
hsa-miR-125a	11.0639257677884
hsa-miR-125b	12.642235210029
hsa-miR-126	12.3867520222181
hsa-miR-126*	6.74421879750207
hsa-miR-127	6.956183961991
hsa-miR-128a	6.53539355836845
hsa-miR-128b	6.9897415396844
hsa-miR-129	6.60018108822824
hsa-miR-130a	10.6480427618471
hsa-miR-130b	8.69934806234318
hsa-miR-132	8.2332513431031
hsa-miR-133a	6.11642198128472
hsa-miR-133b	6.29032411782863
hsa-miR-134	6.53390331601841
hsa-miR-135a	6.50759603622711
hsa-miR-135b	5.99199702393339
hsa-miR-136	6.39357126414798
hsa-miR-137	7.10105813899368
hsa-miR-138	5.80976482681291
hsa-miR-139	6.70178451537831
hsa-miR-140	8.51945573399069
hsa-miR-141	6.19376399440969
hsa-miR-142-3p	10.0560348443516
hsa-miR-142-5p	8.73159079720466
hsa-miR-143	9.9616614302165
hsa-miR-144	6.17217822965616
hsa-miR-145	10.9548123080001
hsa-miR-146a	7.64669031318669
hsa-miR-146b	9.49903880349126
hsa-miR-147	5.77131875840986
hsa-miR-148a	9.38747816527104
hsa-miR-148b	7.58407064477475
hsa-miR-149	8.83602247369834
hsa-miR-150	6.48424975849803
hsa-miR-151	8.25818405314517
hsa-miR-152	8.57209381217374
hsa-miR-153	5.60490947900256
hsa-miR-154	5.91249083486625
hsa-miR-154*	5.74440696602902
hsa-miR-155	8.94329635760434
hsa-miR-15a	9.20765310005638
hsa-miR-15b	11.1309536135792
hsa-miR-16	10.9217196445699
hsa-miR-17-3p	7.85561030557403
hsa-miR-17-5p	8.64592534908756
hsa-miR-181a	9.90015344071366
hsa-miR-181a*	7.12724324971946
hsa-miR-181b	10.0317050961054
hsa-miR-181c	8.44520212334679
hsa-miR-181d	8.54710539819836
hsa-miR-182	7.73153804217198
hsa-miR-182*	5.97506379435325
hsa-miR-183	6.24618521137929
hsa-miR-184	6.30515978011649
hsa-miR-185	9.09383978308693
hsa-miR-186	7.35937385979971
hsa-miR-187	6.03770173004949
hsa-miR-188	7.4256646483053
hsa-miR-189	5.88633692195635
hsa-miR-18a	7.85768428439133
hsa-miR-18a*	6.01766176727958
hsa-miR-18b	6.18699606957577
