Hybridization REF	TCGA-14-0781-01B-01T-1701-07
Composite Element REF	unc_DWD_Batch_adjusted
ebv-miR-BART1-3p	5.68442407647533
ebv-miR-BART1-5p	5.7011929568453
ebv-miR-BART10	5.75671562160634
ebv-miR-BART11-3p	5.9429611247234
ebv-miR-BART11-5p	5.6900207246831
ebv-miR-BART12	5.79907622952289
ebv-miR-BART13	8.47509837456729
ebv-miR-BART14-3p	5.74497722689123
ebv-miR-BART14-5p	5.72285993737729
ebv-miR-BART15	5.72861997851852
ebv-miR-BART16	5.94675424846018
ebv-miR-BART17-3p	5.77942241890102
ebv-miR-BART17-5p	5.73680768580548
ebv-miR-BART18	5.68037967950332
ebv-miR-BART19	8.17502441628054
ebv-miR-BART2	5.78716375070728
ebv-miR-BART20-3p	5.70908668600569
ebv-miR-BART20-5p	5.69943355355178
ebv-miR-BART3-3p	5.67729656324065
ebv-miR-BART3-5p	5.68169369100991
ebv-miR-BART4	5.8251847189712
ebv-miR-BART5	5.76235648227461
ebv-miR-BART6-3p	5.67998952009475
ebv-miR-BART6-5p	5.67030624814333
ebv-miR-BART7	6.49351208151069
ebv-miR-BART8-3p	5.97880010764011
ebv-miR-BART8-5p	5.69822924514565
ebv-miR-BART9	5.74468883303817
ebv-miR-BHRF1-1	5.90392376819641
ebv-miR-BHRF1-2	5.66074999318495
ebv-miR-BHRF1-2*	5.77585860963937
ebv-miR-BHRF1-3	5.69640595657466
hcmv-miR-UL112	5.71762350050427
hcmv-miR-UL148D	6.08781908286176
hcmv-miR-UL22A	5.85407750933359
hcmv-miR-UL22A*	5.67545039760402
hcmv-miR-UL36	6.47764602480132
hcmv-miR-UL70-3p	7.9700228417143
hcmv-miR-UL70-5p	5.68331957510468
hcmv-miR-US25-1	6.00478973454639
hcmv-miR-US25-2-3p	5.73519736010525
hcmv-miR-US25-2-5p	5.99566927189972
hcmv-miR-US33	6.76755765910938
hcmv-miR-US4	6.78205382170425
hcmv-miR-US5-1	5.81857577266144
hcmv-miR-US5-2	5.69066027747613
hsa-let-7a	14.1150349799381
hsa-let-7b	14.1208839456629
hsa-let-7c	12.5531257918703
hsa-let-7d	11.5270656019531
hsa-let-7e	12.2764897706666
hsa-let-7f	12.3778314885364
hsa-let-7g	11.1270231756627
hsa-let-7i	10.6451296347757
hsa-miR-1	5.44909688531423
hsa-miR-100	11.5641835721053
hsa-miR-101	10.4327345761391
hsa-miR-103	10.8487295588449
hsa-miR-105	5.70328417640245
hsa-miR-106a	10.1361876602261
hsa-miR-106b	10.9285095532893
hsa-miR-107	10.9829179566234
hsa-miR-10a	8.79612183573775
hsa-miR-10b	8.50288525123999
hsa-miR-122a	5.69098506628424
hsa-miR-124a	6.38598689457033
hsa-miR-125a	10.7853272632615
hsa-miR-125b	13.3405188552407
hsa-miR-126	12.4880360661115
hsa-miR-126*	6.95034552252095
hsa-miR-127	8.85015749025104
hsa-miR-128a	6.15074086441241
hsa-miR-128b	6.31171925556959
hsa-miR-129	5.65893419673002
hsa-miR-130a	11.5209200858938
hsa-miR-130b	8.73145173012434
hsa-miR-132	7.66135483643104
hsa-miR-133a	5.79182481488175
hsa-miR-133b	5.78192516170234
hsa-miR-134	7.75450590181346
hsa-miR-135a	6.75585262892905
hsa-miR-135b	5.94378436723669
hsa-miR-136	8.1778171460623
hsa-miR-137	6.62605491182693
hsa-miR-138	7.48658621228406
hsa-miR-139	5.97707380360912
hsa-miR-140	8.47861295330825
hsa-miR-141	6.44761128207533
hsa-miR-142-3p	10.3056743002237
hsa-miR-142-5p	8.78040821483842
hsa-miR-143	10.2214902071802
hsa-miR-144	8.19975577860396
hsa-miR-145	10.4106244867103
hsa-miR-146a	7.21450989839537
hsa-miR-146b	9.53894501208348
hsa-miR-147	5.73931207286723
hsa-miR-148a	9.56401924177218
hsa-miR-148b	7.53965223532498
hsa-miR-149	8.53646104843909
hsa-miR-150	6.26633774646177
hsa-miR-151	7.78705076074701
hsa-miR-152	8.36046312875258
hsa-miR-153	5.62572292328662
hsa-miR-154	6.49830472537452
hsa-miR-154*	6.73954486948209
hsa-miR-155	8.96656340096512
hsa-miR-15a	9.1885739468254
hsa-miR-15b	11.3769907124598
hsa-miR-16	11.9259883441649
hsa-miR-17-3p	7.61660442865509
hsa-miR-17-5p	9.12541568281378
hsa-miR-181a	8.99731036048876
hsa-miR-181a*	6.51905388397912
hsa-miR-181b	9.21706542012164
hsa-miR-181c	7.68446193806399
hsa-miR-181d	8.39479565361367
hsa-miR-182	6.58355351134487
hsa-miR-182*	5.78982107767732
hsa-miR-183	5.62844486424138
hsa-miR-184	6.13745100707705
hsa-miR-185	9.08055849213081
hsa-miR-186	7.35485894176711
hsa-miR-187	5.88279502619683
hsa-miR-188	7.84635829165634
hsa-miR-189	5.90240104556358
hsa-miR-18a	8.21673869175947
hsa-miR-18a*	5.86865553361705
hsa-miR-18b	6.27668070483865
hsa-miR-190	5.84681033567744
hsa-miR-191	7.53900998635256
hsa-miR-191*	5.97560205749323
hsa-miR-192	6.91228782291768
hsa-miR-193a	8.24168814425966
hsa-miR-193b	8.86553387286726
hsa-miR-194	6.48607227218087
hsa-miR-195	11.6213264572013
hsa-miR-196a	6.93718262797912
hsa-miR-196b	6.25274423206045
hsa-miR-197	7.72011225210165
hsa-miR-198	7.35468386078142
hsa-miR-199a	6.5480502328018
hsa-miR-199a*	7.97544936310054
hsa-miR-199b	5.98809525040685
hsa-miR-19a	9.68521539187274
hsa-miR-19b	11.1394079442827
hsa-miR-200a	6.01718543534244
hsa-miR-200a*	6.38189462481667
hsa-miR-200b	6.2081020503917
hsa-miR-200c	6.40809352455398
hsa-miR-202	8.83336065652226
hsa-miR-202*	5.6833966508487
hsa-miR-203	5.77308922004221
hsa-miR-204	8.84822972416004
hsa-miR-205	5.92462732607829
hsa-miR-206	5.89955228242384
hsa-miR-208	5.62518991200721
hsa-miR-20a	10.6246020799402
hsa-miR-20b	8.58003140035924
hsa-miR-21	15.912997447051
hsa-miR-210	10.7941360994273
hsa-miR-211	5.82470023956258
hsa-miR-212	8.90479249781796
hsa-miR-214	7.81468879821809
hsa-miR-215	6.14706544342936
hsa-miR-216	5.67977529133184
hsa-miR-217	5.8592438028016
hsa-miR-218	6.26022740255672
hsa-miR-219	7.87360057368838
hsa-miR-22	11.8426653753067
hsa-miR-220	5.7037312603498
hsa-miR-221	8.83314989921677
hsa-miR-222	11.0239956675213
hsa-miR-223	11.7920374771446
hsa-miR-224	5.84379369494777
hsa-miR-23a	10.4083860243311
hsa-miR-23b	10.5367888736687
hsa-miR-24	11.8927142613121
hsa-miR-25	9.86161163314804
hsa-miR-26a	11.9224876791679
hsa-miR-26b	9.35238299179798
hsa-miR-27a	10.3933022414373
hsa-miR-27b	9.36470195945412
hsa-miR-28	7.57527995140532
hsa-miR-296	6.59169118898837
hsa-miR-299-3p	6.88787185794289
hsa-miR-299-5p	6.94742412779705
hsa-miR-29a	12.6346183697566
hsa-miR-29b	11.3746740494101
hsa-miR-29c	9.66804482452991
hsa-miR-301	7.91503565645614
hsa-miR-302a	5.78333393571811
hsa-miR-302a*	5.76651144247273
hsa-miR-302b	5.74640156545078
hsa-miR-302b*	5.67965468882671
hsa-miR-302c	5.73398939739528
hsa-miR-302c*	6.07959656022857
hsa-miR-302d	5.71569010068894
hsa-miR-30a-3p	7.34137173091495
hsa-miR-30a-5p	11.0623244305658
hsa-miR-30b	7.68315493070781
hsa-miR-30c	9.08474826300314
hsa-miR-30d	9.92239348518971
hsa-miR-30e-3p	7.21411954748619
hsa-miR-30e-5p	8.33413513589418
hsa-miR-31	5.81007425281542
hsa-miR-32	6.9687631393784
hsa-miR-320	10.2735960089761
hsa-miR-323	6.11091521759299
hsa-miR-324-3p	9.42685575965853
hsa-miR-324-5p	7.78898837771731
hsa-miR-325	5.71297597944319
hsa-miR-326	5.7768130552768
hsa-miR-328	6.27477470009099
hsa-miR-329	6.0457454697393
hsa-miR-33	6.8919719047579
hsa-miR-330	5.96940278960621
hsa-miR-331	9.88586543579012
hsa-miR-335	8.57424703523653
hsa-miR-337	5.84037830739588
hsa-miR-338	8.06664419998134
hsa-miR-339	7.68785100370747
hsa-miR-33b	5.6357378040588
hsa-miR-340	6.2081749699356
hsa-miR-342	8.6990391557603
hsa-miR-345	6.89316342222396
hsa-miR-346	5.81993939529011
hsa-miR-34a	11.2401364324692
hsa-miR-34b	8.65220082417729
hsa-miR-34c	6.79611223764009
hsa-miR-361	8.95057445753952
hsa-miR-362	6.47863990044553
hsa-miR-363	8.37059552647522
hsa-miR-363*	5.63139808909087
hsa-miR-365	7.3696127987021
hsa-miR-367	5.87036794399707
hsa-miR-368	7.32482208278699
