Hybridization REF	TCGA-06-5856-01A-01T-1701-07
Composite Element REF	unc_DWD_Batch_adjusted
ebv-miR-BART1-3p	5.74729549726302
ebv-miR-BART1-5p	5.8684642099931
ebv-miR-BART10	5.85430940503663
ebv-miR-BART11-3p	6.02460496913336
ebv-miR-BART11-5p	5.70781088979802
ebv-miR-BART12	5.84796779740532
ebv-miR-BART13	8.09767007053733
ebv-miR-BART14-3p	5.80957949993346
ebv-miR-BART14-5p	5.80347303619786
ebv-miR-BART15	5.82655949743735
ebv-miR-BART16	6.12903226374915
ebv-miR-BART17-3p	5.74474794798404
ebv-miR-BART17-5p	5.82237981800601
ebv-miR-BART18	5.74658375830329
ebv-miR-BART19	7.60944413622158
ebv-miR-BART2	5.74081345952942
ebv-miR-BART20-3p	5.69576689621857
ebv-miR-BART20-5p	5.78199495429921
ebv-miR-BART3-3p	5.68737821348841
ebv-miR-BART3-5p	5.8205118386086
ebv-miR-BART4	5.81651100415343
ebv-miR-BART5	5.85155377615747
ebv-miR-BART6-3p	5.7219960656608
ebv-miR-BART6-5p	5.78287227411286
ebv-miR-BART7	6.19131763198137
ebv-miR-BART8-3p	5.99634350473041
ebv-miR-BART8-5p	5.77231660001754
ebv-miR-BART9	5.79402146468309
ebv-miR-BHRF1-1	5.85989820392095
ebv-miR-BHRF1-2	5.75973842925707
ebv-miR-BHRF1-2*	5.78806238068879
ebv-miR-BHRF1-3	5.75629535063667
hcmv-miR-UL112	5.75693743643018
hcmv-miR-UL148D	6.01883132182807
hcmv-miR-UL22A	5.85510081758324
hcmv-miR-UL22A*	5.80109780927385
hcmv-miR-UL36	6.38742337593086
hcmv-miR-UL70-3p	9.07784142703769
hcmv-miR-UL70-5p	5.66361128908713
hcmv-miR-US25-1	6.00841913293309
hcmv-miR-US25-2-3p	5.84069446527404
hcmv-miR-US25-2-5p	6.02093424634047
hcmv-miR-US33	6.5951525339514
hcmv-miR-US4	6.88698587635934
hcmv-miR-US5-1	5.86901930982426
hcmv-miR-US5-2	5.77756100565861
hsa-let-7a	12.7174163002704
hsa-let-7b	14.5158622174419
hsa-let-7c	12.9074393155956
hsa-let-7d	11.189040169606
hsa-let-7e	11.301910635579
hsa-let-7f	10.979284143051
hsa-let-7g	10.8438032264208
hsa-let-7i	10.5035694306835
hsa-miR-1	5.36198537689417
hsa-miR-100	10.4962690167056
hsa-miR-101	11.4456512841766
hsa-miR-103	11.0023422586568
hsa-miR-105	5.84720012174543
hsa-miR-106a	10.3759603521846
hsa-miR-106b	12.027014802338
hsa-miR-107	10.9243218217371
hsa-miR-10a	6.95973319741434
hsa-miR-10b	9.42343041398664
hsa-miR-122a	5.80891870243779
hsa-miR-124a	8.13624926503731
hsa-miR-125a	10.3895303497766
hsa-miR-125b	13.4130562552409
hsa-miR-126	10.887274648675
hsa-miR-126*	6.33982326722807
hsa-miR-127	6.96064946222867
hsa-miR-128a	6.59879181726153
hsa-miR-128b	7.08096266200917
hsa-miR-129	6.99137136931683
hsa-miR-130a	10.7196528161999
hsa-miR-130b	10.3177586757336
hsa-miR-132	8.07825187868737
hsa-miR-133a	5.71654528698838
hsa-miR-133b	5.72279168078909
hsa-miR-134	6.71701761765444
hsa-miR-135a	6.81647288639241
hsa-miR-135b	5.95660191557869
hsa-miR-136	6.83496864772035
hsa-miR-137	5.90371328231469
hsa-miR-138	6.69416837867193
hsa-miR-139	6.47188760133346
hsa-miR-140	8.09745999017476
hsa-miR-141	6.67354644372907
hsa-miR-142-3p	9.08071252244313
hsa-miR-142-5p	7.43060071427486
hsa-miR-143	9.36184097545599
hsa-miR-144	7.26401935194809
hsa-miR-145	10.3548693444423
hsa-miR-146a	6.77812356499697
hsa-miR-146b	7.53429122824298
hsa-miR-147	5.79799763478905
hsa-miR-148a	8.6007930804445
hsa-miR-148b	7.44380106620134
hsa-miR-149	8.36412203983826
hsa-miR-150	6.20496163681847
hsa-miR-151	9.00225060681564
hsa-miR-152	9.13312738056036
hsa-miR-153	5.63024555767447
hsa-miR-154	5.68018982160286
hsa-miR-154*	5.10058043162528
hsa-miR-155	7.87170276075412
hsa-miR-15a	9.35517787816906
hsa-miR-15b	11.2385481574444
hsa-miR-16	10.9729869565121
hsa-miR-17-3p	8.94360697695738
hsa-miR-17-5p	9.62545810182878
hsa-miR-181a	11.5556450198759
hsa-miR-181a*	7.31047105284103
hsa-miR-181b	10.864079987837
hsa-miR-181c	8.62913958706879
hsa-miR-181d	9.1410348834644
hsa-miR-182	8.4691222067096
hsa-miR-182*	5.88004141138492
hsa-miR-183	7.01530994085625
hsa-miR-184	6.2760988474042
hsa-miR-185	9.25100071074324
hsa-miR-186	7.98713098873309
hsa-miR-187	5.9973589533836
hsa-miR-188	8.05005499497047
hsa-miR-189	5.98056063643506
hsa-miR-18a	8.08040330499633
hsa-miR-18a*	5.87879871512604
hsa-miR-18b	6.28541882195674
hsa-miR-190	5.95969501338114
hsa-miR-191	7.58540268234118
hsa-miR-191*	6.21937343161366
hsa-miR-192	7.44829239971503
hsa-miR-193a	8.4522382789675
hsa-miR-193b	8.79745677520282
hsa-miR-194	6.90553853502958
hsa-miR-195	12.6523913728271
hsa-miR-196a	6.31973775069089
hsa-miR-196b	6.19821531818019
hsa-miR-197	8.18644659166305
hsa-miR-198	7.45107376795784
hsa-miR-199a	6.84517562014019
hsa-miR-199a*	6.96232657332797
hsa-miR-199b	6.0342263983994
hsa-miR-19a	9.68661123616584
hsa-miR-19b	11.6896155845015
hsa-miR-200a	5.94257752016794
hsa-miR-200a*	6.35276274306065
hsa-miR-200b	6.52313637915585
hsa-miR-200c	6.86029501818601
hsa-miR-202	8.53500445679079
hsa-miR-202*	5.77264599962671
hsa-miR-203	5.88222374188518
hsa-miR-204	9.2757561404008
hsa-miR-205	5.93759930313578
hsa-miR-206	6.0644913902664
hsa-miR-208	5.75377243268218
hsa-miR-20a	9.56357842404519
hsa-miR-20b	8.07489737788307
hsa-miR-21	15.3102052248266
hsa-miR-210	10.3360783417271
hsa-miR-211	5.85336343140832
hsa-miR-212	8.62037123650859
hsa-miR-214	7.75108422884593
hsa-miR-215	6.56326093967447
hsa-miR-216	5.76231940248825
hsa-miR-217	5.95397645149506
hsa-miR-218	6.28146865004799
hsa-miR-219	8.34358779510336
hsa-miR-22	12.3856047580334
hsa-miR-220	5.75780259880697
hsa-miR-221	8.40338295408957
hsa-miR-222	11.1669003645599
hsa-miR-223	8.56381709124973
hsa-miR-224	5.71194135606908
hsa-miR-23a	10.880648086377
hsa-miR-23b	10.5408430227493
hsa-miR-24	11.9822457631656
hsa-miR-25	10.4571812285132
hsa-miR-26a	14.6036648767045
hsa-miR-26b	7.78769423198353
hsa-miR-27a	10.5553294885322
hsa-miR-27b	9.40443988136258
hsa-miR-28	7.29174446390245
hsa-miR-296	7.28501829543299
hsa-miR-299-3p	5.84367355097879
hsa-miR-299-5p	5.52347466600062
hsa-miR-29a	12.8907012138388
hsa-miR-29b	10.8704566823847
hsa-miR-29c	9.61100448661352
hsa-miR-301	9.2019094964522
hsa-miR-302a	5.86567751583201
hsa-miR-302a*	5.75424283589328
hsa-miR-302b	5.73170903657919
hsa-miR-302b*	5.76274050677925
hsa-miR-302c	5.77032583140024
hsa-miR-302c*	6.16186616607114
hsa-miR-302d	5.69301628599201
hsa-miR-30a-3p	8.53076657148461
hsa-miR-30a-5p	12.7292516185342
hsa-miR-30b	7.83567780290348
hsa-miR-30c	10.0851907621212
hsa-miR-30d	12.467547193387
hsa-miR-30e-3p	7.9346470308849
hsa-miR-30e-5p	8.11775555065186
hsa-miR-31	6.62516833483771
hsa-miR-32	6.82828060341224
hsa-miR-320	12.429976919057
hsa-miR-323	5.22574973374184
hsa-miR-324-3p	10.252523762194
hsa-miR-324-5p	8.77418187964363
hsa-miR-325	5.77471831643507
hsa-miR-326	5.94138075500624
hsa-miR-328	6.36793758807454
hsa-miR-329	5.51933250198484
hsa-miR-33	8.50914119873301
hsa-miR-330	6.84287442560635
hsa-miR-331	9.47189526935567
hsa-miR-335	7.71039957224067
hsa-miR-337	5.85038589113959
hsa-miR-338	9.57367049744302
hsa-miR-339	8.43841593122979
hsa-miR-33b	5.74777856775225
hsa-miR-340	5.91674049682964
hsa-miR-342	10.0724550980629
hsa-miR-345	6.77093871097997
hsa-miR-346	5.74386232442825
hsa-miR-34a	11.2033914635486
hsa-miR-34b	8.19182405174166
hsa-miR-34c	6.41442497984927
hsa-miR-361	10.1622726644265
hsa-miR-362	7.90163977965806
hsa-miR-363	8.14933606634074
hsa-miR-363*	5.81536755312177
hsa-miR-365	6.85546159369075
hsa-miR-367	5.80990822164486
hsa-miR-368	5.46663039423915
hsa-miR-369-3p	5.86610286926136
hsa-miR-369-5p	5.50324348707219
hsa-miR-370	9.42632096781253
hsa-miR-371	5.83415282604236
hsa-miR-372	5.80140176265614
hsa-miR-373	5.97378236400978
hsa-miR-373*	6.80693128246302
hsa-miR-374	7.18997081846096
hsa-miR-375	5.77641331738131
hsa-miR-376a	6.37081646762188
hsa-miR-376a*	5.8288364676473
hsa-miR-376b	5.32045249503929
hsa-miR-377	6.28781930607474
hsa-miR-378	6.09563880245822
hsa-miR-379	5.69498079458104
hsa-miR-380-3p	5.67452648042607
hsa-miR-380-5p	5.75201514980698
hsa-miR-381	6.03702832873843
hsa-miR-382	6.02115946558326
hsa-miR-383	5.61423107299209
hsa-miR-384	5.7799968767576
hsa-miR-409-3p	6.32913673244301
hsa-miR-409-5p	5.8261267043562
hsa-miR-410	5.96676824630386
hsa-miR-411	5.24558959265637
hsa-miR-412	5.71633043453652
hsa-miR-421	6.93072985422398
hsa-miR-422a	6.06252941365103
hsa-miR-422b	8.98709774751953
hsa-miR-423	6.32877449853203
hsa-miR-424	8.13179636026303
hsa-miR-425-3p	6.05840138992268
hsa-miR-425-5p	8.42067938888908
hsa-miR-429	5.83055665171783
hsa-miR-431	5.80335839518994
hsa-miR-432	6.0041206389634
hsa-miR-432*	5.76431350262819
hsa-miR-433	5.83349205086903
hsa-miR-448	5.72286093889307
hsa-miR-449	5.88221408776725
hsa-miR-449b	5.84927450226189
hsa-miR-450	5.79559902526393
hsa-miR-451	9.4791762706433
hsa-miR-452	7.44177145752819
hsa-miR-452*	5.73300829528033
hsa-miR-453	5.83572412610918
hsa-miR-454-3p	6.05750385799608
hsa-miR-454-5p	5.83367375761667
hsa-miR-455	6.3845307892372
hsa-miR-483	6.32685740431959
hsa-miR-484	7.40100693129704
hsa-miR-485-3p	6.1234041041123
hsa-miR-485-5p	5.71127932504147
hsa-miR-486	9.27267824498271
hsa-miR-487a	5.86726112476578
hsa-miR-487b	7.00239867736732
hsa-miR-488	5.86251829042013
hsa-miR-489	5.88351242261185
hsa-miR-490	5.84179892754053
hsa-miR-491	7.33184534106022
hsa-miR-492	6.00609899321672
hsa-miR-493-3p	6.00470041892538
hsa-miR-493-5p	5.77021740676915
hsa-miR-494	9.53007665377172
hsa-miR-495	5.56409982309641
hsa-miR-496	5.7630791789449
hsa-miR-497	9.06205959539322
hsa-miR-498	6.43754124065692
hsa-miR-499	5.73462068016956
hsa-miR-500	7.14170850264876
hsa-miR-501	6.66574310930939
hsa-miR-502	6.20018012776708
hsa-miR-503	6.07080431473799
hsa-miR-504	5.65651344070912
hsa-miR-505	5.92539443658669
hsa-miR-506	5.87172473861025
hsa-miR-507	5.75796300473648
hsa-miR-508	5.97014025974091
hsa-miR-509	6.77427846402246
hsa-miR-510	6.05074734319807
hsa-miR-511	5.74162649771936
hsa-miR-512-3p	6.14586055624558
hsa-miR-512-5p	5.78468876623262
hsa-miR-513	7.16407347817037
hsa-miR-514	5.71045971882587
hsa-miR-515-3p	5.86525486482153
hsa-miR-515-5p	5.75440113690912
hsa-miR-516-3p	5.82596586351804
hsa-miR-516-5p	5.969528475535
hsa-miR-517*	5.7889339221124
hsa-miR-517a	5.85291153880325
hsa-miR-517b	5.88952317511282
hsa-miR-517c	5.73998631501961
hsa-miR-518a	5.73194182322106
hsa-miR-518b	5.77597555469454
hsa-miR-518c	5.77989431587969
hsa-miR-518c*	6.65704139152092
hsa-miR-518d	5.80624206309701
hsa-miR-518e	5.75371851869728
hsa-miR-518f	5.82160740765718
hsa-miR-518f*	6.28097203469986
hsa-miR-519a	5.77083939487775
hsa-miR-519b	5.77341631433052
hsa-miR-519c	5.7488830734563
hsa-miR-519d	5.75738199649886
hsa-miR-519e	5.89849889890444
hsa-miR-519e*	6.42200404436816
hsa-miR-520a	5.76153635963605
hsa-miR-520a*	5.79106113621941
hsa-miR-520b	6.30182774384938
hsa-miR-520c	5.79995017675433
hsa-miR-520d	5.81450126437522
hsa-miR-520d*	6.42405356611862
hsa-miR-520e	6.12981749558829
hsa-miR-520f	5.84123045613562
hsa-miR-520g	5.79043631905875
hsa-miR-520h	5.7856602060342
hsa-miR-521	5.77246259318993
hsa-miR-522	5.71707430615104
hsa-miR-523	6.00082032201303
hsa-miR-524	5.79682689354861
hsa-miR-524*	5.93237181968229
hsa-miR-525	5.87308535691225
hsa-miR-525*	5.7022348484454
hsa-miR-526a	6.2696922290502
hsa-miR-526b	6.15839615735879
hsa-miR-526b*	5.76633583939733
hsa-miR-526c	5.92756313615692
hsa-miR-527	6.62500253203456
hsa-miR-532	7.83587765737664
hsa-miR-539	5.81332056543571
hsa-miR-542-3p	6.92605407544741
hsa-miR-542-5p	6.74762839284321
hsa-miR-544	5.70338300867226
hsa-miR-545	5.89366510864707
hsa-miR-548a	5.74930969329867
hsa-miR-548b	5.80370290804402
hsa-miR-548c	5.90563968779643
hsa-miR-548d	5.71655454533693
hsa-miR-549	5.71136293111179
hsa-miR-550	6.67699027829129
hsa-miR-551a	5.77634540681283
hsa-miR-551b	7.16240993424495
hsa-miR-552	6.03049663326588
hsa-miR-553	5.83231822150692
hsa-miR-554	5.70348049822529
hsa-miR-555	5.67316412408695
hsa-miR-556	5.80512649965048
hsa-miR-557	8.07446356147149
hsa-miR-558	5.66048603656876
hsa-miR-559	5.81462547464188
hsa-miR-560	6.95200072280534
hsa-miR-561	5.8530059624342
hsa-miR-562	5.74113443765042
hsa-miR-563	5.72196965203153
hsa-miR-564	7.09663882557526
hsa-miR-565	6.96541566273413
hsa-miR-566	5.89245791983095
hsa-miR-567	5.80657540013245
hsa-miR-568	5.7327833112568
hsa-miR-569	5.74971829068632
hsa-miR-570	5.73386709609735
hsa-miR-571	5.76643789237136
hsa-miR-572	7.61720310111974
hsa-miR-573	5.72646931463977
hsa-miR-574	8.12194381628169
hsa-miR-575	8.89813054109952
hsa-miR-576	5.74970368807729
hsa-miR-577	5.68742149660038
hsa-miR-578	5.89351363861966
hsa-miR-579	5.72974183507913
hsa-miR-580	5.80718802951718
hsa-miR-581	5.69024651802143
hsa-miR-582	5.94242798087512
hsa-miR-583	5.95914575778288
hsa-miR-584	6.50173936410484
hsa-miR-585	5.83349143976999
hsa-miR-586	5.78706303221145
hsa-miR-587	5.7473858292958
hsa-miR-588	5.71230778787543
hsa-miR-589	5.78537290595104
hsa-miR-590	6.94758271458634
hsa-miR-591	5.74630690071342
hsa-miR-592	5.63046919208658
hsa-miR-593	5.80260162062368
hsa-miR-595	6.2240573235515
hsa-miR-596	5.7843705170646
hsa-miR-597	5.75308933893542
hsa-miR-598	6.25827581388431
hsa-miR-599	5.7495572119932
hsa-miR-600	5.66935086012755
hsa-miR-601	8.07408136504627
hsa-miR-602	6.95034530953585
hsa-miR-603	5.76859099081047
hsa-miR-604	5.7658395583599
hsa-miR-605	6.5987635254014
hsa-miR-606	5.72549599710331
hsa-miR-607	5.73215959490188
hsa-miR-608	5.8023060982587
hsa-miR-609	5.85072341026127
hsa-miR-610	6.78944922948551
hsa-miR-611	5.83293077857622
hsa-miR-612	5.82849257339541
hsa-miR-613	5.81949723625741
