Hybridization REF	TCGA-26-5136-01B-01T-1485-07
Composite Element REF	unc_DWD_Batch_adjusted
ebv-miR-BART1-3p	5.72012879710085
ebv-miR-BART1-5p	5.76796100492742
ebv-miR-BART10	5.85127194074382
ebv-miR-BART11-3p	6.07416630716439
ebv-miR-BART11-5p	5.78697354522338
ebv-miR-BART12	6.02582297293987
ebv-miR-BART13	7.7685323370246
ebv-miR-BART14-3p	5.77985084017691
ebv-miR-BART14-5p	5.79019280508949
ebv-miR-BART15	5.73258572727421
ebv-miR-BART16	6.32120537445582
ebv-miR-BART17-3p	5.89210538597957
ebv-miR-BART17-5p	5.84635383231507
ebv-miR-BART18	5.76927735542659
ebv-miR-BART19	6.47537454406773
ebv-miR-BART2	5.85847437673549
ebv-miR-BART20-3p	5.76956109072977
ebv-miR-BART20-5p	5.71614829600003
ebv-miR-BART3-3p	5.72606172068955
ebv-miR-BART3-5p	5.8458923961683
ebv-miR-BART4	5.90304836323704
ebv-miR-BART5	5.79987616317965
ebv-miR-BART6-3p	5.72249067375635
ebv-miR-BART6-5p	5.71722472673386
ebv-miR-BART7	6.24234954158827
ebv-miR-BART8-3p	5.95677132501584
ebv-miR-BART8-5p	5.74342339545693
ebv-miR-BART9	5.76662821125043
ebv-miR-BHRF1-1	5.91550705237985
ebv-miR-BHRF1-2	5.75427536381782
ebv-miR-BHRF1-2*	5.76648518092818
ebv-miR-BHRF1-3	5.7333235470017
hcmv-miR-UL112	5.77615202612735
hcmv-miR-UL148D	6.27234246238738
hcmv-miR-UL22A	5.85318408188166
hcmv-miR-UL22A*	5.74795431402562
hcmv-miR-UL36	6.4544793328358
hcmv-miR-UL70-3p	8.41478994026047
hcmv-miR-UL70-5p	5.75771887401136
hcmv-miR-US25-1	6.02681517385963
hcmv-miR-US25-2-3p	5.78199206940023
hcmv-miR-US25-2-5p	6.01825961570782
hcmv-miR-US33	6.40789798222788
hcmv-miR-US4	6.81578287615825
hcmv-miR-US5-1	5.87523113015604
hcmv-miR-US5-2	5.69999531048017
hsa-let-7a	14.3878170994168
hsa-let-7b	13.7886067527294
hsa-let-7c	13.1838206407271
hsa-let-7d	12.4025821584947
hsa-let-7e	11.9096674721565
hsa-let-7f	13.1022258908299
hsa-let-7g	11.5649557711438
hsa-let-7i	10.3582114095711
hsa-miR-1	5.87970965648234
hsa-miR-100	10.9883610950757
hsa-miR-101	10.2337982074811
hsa-miR-103	10.9785944022004
hsa-miR-105	5.78472579053165
hsa-miR-106a	9.19622556043507
hsa-miR-106b	10.8136795392896
hsa-miR-107	11.3387226641418
hsa-miR-10a	6.46890185035616
hsa-miR-10b	7.87280062515177
hsa-miR-122a	5.79384982538217
hsa-miR-124a	9.8043028767816
hsa-miR-125a	10.0931206549853
hsa-miR-125b	13.6294647521315
hsa-miR-126	11.3038179703506
hsa-miR-126*	6.6672356714987
hsa-miR-127	7.57688073364575
hsa-miR-128a	7.0599696630334
hsa-miR-128b	7.5156501369426
hsa-miR-129	7.20687873552156
hsa-miR-130a	10.9556757590291
hsa-miR-130b	8.15300364154836
hsa-miR-132	7.86779077902573
hsa-miR-133a	5.82231021467407
hsa-miR-133b	5.99490799215624
hsa-miR-134	6.35081245083838
hsa-miR-135a	6.79941278640677
hsa-miR-135b	5.95199208266838
hsa-miR-136	7.37228038846416
hsa-miR-137	6.59463318537317
hsa-miR-138	5.96361109289222
hsa-miR-139	7.11416638481481
hsa-miR-140	8.5719696189417
hsa-miR-141	6.13432236319893
hsa-miR-142-3p	10.6056629055541
hsa-miR-142-5p	7.77412295321424
hsa-miR-143	9.45876413812044
hsa-miR-144	6.34363515443937
hsa-miR-145	10.4572695476383
hsa-miR-146a	7.24997222790629
hsa-miR-146b	8.40716765752155
hsa-miR-147	5.80783989058553
hsa-miR-148a	9.0602244562586
hsa-miR-148b	7.55808786899466
hsa-miR-149	9.84792320408584
hsa-miR-150	6.21335007146303
hsa-miR-151	7.77014129067771
hsa-miR-152	7.8990800818973
hsa-miR-153	5.83285359023403
hsa-miR-154	5.96997860530822
hsa-miR-154*	6.07174624942202
hsa-miR-155	8.81487608017393
hsa-miR-15a	9.76386252435785
hsa-miR-15b	11.3024060535154
hsa-miR-16	11.3011915396186
hsa-miR-17-3p	7.4706558663046
hsa-miR-17-5p	8.40161616869178
hsa-miR-181a	9.0020484533324
hsa-miR-181a*	6.58417359609812
hsa-miR-181b	10.2822487468100
hsa-miR-181c	7.69288858287891
hsa-miR-181d	8.33400656464463
hsa-miR-182	6.8506371236421
hsa-miR-182*	5.8207041792672
hsa-miR-183	5.95782359695721
hsa-miR-184	6.32115902361689
hsa-miR-185	8.8059259601286
hsa-miR-186	7.744611083757
hsa-miR-187	6.02327974503474
hsa-miR-188	7.49439179091423
hsa-miR-189	6.0292101285123
hsa-miR-18a	7.57734144983476
hsa-miR-18a*	5.99546281870591
hsa-miR-18b	6.35326757627328
hsa-miR-190	5.89437231031343
hsa-miR-191	7.7191134135884
hsa-miR-191*	6.02322425054226
hsa-miR-192	6.9743148403833
hsa-miR-193a	7.7506760113393
hsa-miR-193b	9.01433849616244
hsa-miR-194	6.41654264846881
hsa-miR-195	11.5459639460049
hsa-miR-196a	6.82739299480068
hsa-miR-196b	8.27407924144576
hsa-miR-197	8.78354170646736
hsa-miR-198	7.47399982911524
hsa-miR-199a	6.48939990767482
hsa-miR-199a*	7.14434216647831
hsa-miR-199b	5.53431450378002
hsa-miR-19a	8.89399012436712
hsa-miR-19b	9.70246656925604
hsa-miR-200a	6.42187243708741
hsa-miR-200a*	6.47440046141197
hsa-miR-200b	6.57301257356405
hsa-miR-200c	6.46811314337946
hsa-miR-202	8.31016922735605
hsa-miR-202*	5.76601645047827
hsa-miR-203	5.91457754668245
hsa-miR-204	7.56617586281552
hsa-miR-205	5.9458373609325
hsa-miR-206	6.1680540841729
hsa-miR-208	5.72254795268072
hsa-miR-20a	9.4738934187504
hsa-miR-20b	8.28784430122093
hsa-miR-21	14.4246191659146
hsa-miR-210	9.04853549321475
hsa-miR-211	5.9248951225209
hsa-miR-212	8.26927430452433
hsa-miR-214	7.25894640053761
hsa-miR-215	6.52697586592196
hsa-miR-216	5.71650504037319
hsa-miR-217	5.64994845674275
hsa-miR-218	6.77125740194688
hsa-miR-219	10.0058295768486
hsa-miR-22	11.7035379877825
hsa-miR-220	5.73938067577754
hsa-miR-221	7.5350029243935
hsa-miR-222	9.18610280030028
hsa-miR-223	9.6744212593214
hsa-miR-224	6.10363922756589
hsa-miR-23a	10.2270070510029
hsa-miR-23b	10.7058016190870
hsa-miR-24	11.4628913698524
hsa-miR-25	10.3977798872667
hsa-miR-26a	11.5213130966608
hsa-miR-26b	9.34214629324084
hsa-miR-27a	10.0716372199895
hsa-miR-27b	9.29449425245575
hsa-miR-28	7.7401989210768
hsa-miR-296	6.6715418218248
hsa-miR-299-3p	5.93679641843051
hsa-miR-299-5p	6.43604907674018
hsa-miR-29a	12.4076384631565
hsa-miR-29b	11.5265311470602
hsa-miR-29c	10.0658381667059
hsa-miR-301	9.59281678311928
hsa-miR-302a	5.87193467642164
hsa-miR-302a*	5.82659707701767
hsa-miR-302b	5.79488420347957
hsa-miR-302b*	5.74271688809099
hsa-miR-302c	5.83162077641252
hsa-miR-302c*	6.10874435037467
hsa-miR-302d	5.75118879307554
hsa-miR-30a-3p	7.44627835795354
hsa-miR-30a-5p	11.0108213843646
hsa-miR-30b	7.7025650219106
hsa-miR-30c	9.46625049437737
hsa-miR-30d	10.5308004580502
hsa-miR-30e-3p	8.08792651928582
hsa-miR-30e-5p	8.68457433237638
hsa-miR-31	6.44009961636013
hsa-miR-32	7.61574107403735
hsa-miR-320	11.0821368601602
hsa-miR-323	5.8900458524679
hsa-miR-324-3p	9.95825041102538
hsa-miR-324-5p	8.5033750108904
hsa-miR-325	5.79696048997983
hsa-miR-326	6.1115624177291
hsa-miR-328	7.15817854587327
hsa-miR-329	5.92421057376377
hsa-miR-33	7.97344589253848
hsa-miR-330	6.74582365339566
hsa-miR-331	9.51245398226074
hsa-miR-335	7.92946230852893
hsa-miR-337	5.83513067426104
hsa-miR-338	9.87722248180703
hsa-miR-339	9.10504267204922
hsa-miR-33b	5.75953692576811
hsa-miR-340	6.7655591836144
hsa-miR-342	9.24869379314513
hsa-miR-345	7.40599088787162
hsa-miR-346	6.0485075746118
hsa-miR-34a	9.25238477668978
hsa-miR-34b	7.82605755565586
hsa-miR-34c	6.61092781160206
hsa-miR-361	9.16166052627456
hsa-miR-362	6.94622482108644
hsa-miR-363	8.9045260692736
hsa-miR-363*	5.79858031437172
hsa-miR-365	7.35534538985244
hsa-miR-367	6.02538351468428
hsa-miR-368	5.99383495575392
hsa-miR-369-3p	5.82628511720149
hsa-miR-369-5p	5.81199015021538
hsa-miR-370	8.4332378981298
hsa-miR-371	5.77443852897586
hsa-miR-372	5.7840288038775
hsa-miR-373	6.00615396421196
hsa-miR-373*	6.24751445702269
hsa-miR-374	8.5991435295161
hsa-miR-375	5.88039633219285
hsa-miR-376a	7.02495955147555
