Hybridization REF	TCGA-14-0790-01B-01T-0792-07
Composite Element REF	unc_DWD_Batch_adjusted
ebv-miR-BART1-3p	5.75566828134087
ebv-miR-BART1-5p	5.75986138265074
ebv-miR-BART10	5.83058525082347
ebv-miR-BART11-3p	6.06689190080342
ebv-miR-BART11-5p	5.73484473128234
ebv-miR-BART12	5.85264739353985
ebv-miR-BART13	8.6336145908278
ebv-miR-BART14-3p	5.79028181618367
ebv-miR-BART14-5p	5.7985268097458
ebv-miR-BART15	5.73902455409707
ebv-miR-BART16	5.98258796561166
ebv-miR-BART17-3p	5.80270651779857
ebv-miR-BART17-5p	5.90645378875405
ebv-miR-BART18	5.7547014434143
ebv-miR-BART19	7.17959646742106
ebv-miR-BART2	5.81930023227905
ebv-miR-BART20-3p	5.8140112602168
ebv-miR-BART20-5p	5.72976541163466
ebv-miR-BART3-3p	5.73003033353602
ebv-miR-BART3-5p	5.8131184634504
ebv-miR-BART4	5.86690887622664
ebv-miR-BART5	5.79137022797469
ebv-miR-BART6-3p	5.72101884468671
ebv-miR-BART6-5p	5.77114717759123
ebv-miR-BART7	6.65129580770934
ebv-miR-BART8-3p	6.01813575206106
ebv-miR-BART8-5p	5.74972107960068
ebv-miR-BART9	5.77037527278173
ebv-miR-BHRF1-1	5.9413215624411
ebv-miR-BHRF1-2	5.7352269010911
ebv-miR-BHRF1-2*	5.81139139586126
ebv-miR-BHRF1-3	5.75138157415745
hcmv-miR-UL112	5.72889420688465
hcmv-miR-UL148D	6.3557861974485
hcmv-miR-UL22A	5.95756591546504
hcmv-miR-UL22A*	5.73615304382867
hcmv-miR-UL36	6.80109319277586
hcmv-miR-UL70-3p	7.03974890572445
hcmv-miR-UL70-5p	5.72188925749024
hcmv-miR-US25-1	6.01491015111484
hcmv-miR-US25-2-3p	5.81189271261011
hcmv-miR-US25-2-5p	6.25734392155059
hcmv-miR-US33	7.17787734654255
hcmv-miR-US4	6.85381385900309
hcmv-miR-US5-1	5.89970109535889
hcmv-miR-US5-2	5.73583348069445
hsa-let-7a	14.4856823893680
hsa-let-7b	14.6589475276429
hsa-let-7c	13.2956257151338
hsa-let-7d	11.5934221902483
hsa-let-7e	12.4799560525747
hsa-let-7f	12.7022593708817
hsa-let-7g	11.1594494354499
hsa-let-7i	11.2696199349370
