Hybridization REF	TCGA-76-4928-01B-01T-1485-07
Composite Element REF	unc_DWD_Batch_adjusted
ebv-miR-BART1-3p	5.75778577560743
ebv-miR-BART1-5p	5.76601747682797
ebv-miR-BART10	5.87064942218471
ebv-miR-BART11-3p	5.98695276405596
ebv-miR-BART11-5p	5.78680966232396
ebv-miR-BART12	5.78623059372759
ebv-miR-BART13	8.40309216873926
ebv-miR-BART14-3p	5.78442295657066
ebv-miR-BART14-5p	5.77090680546173
ebv-miR-BART15	5.75870983960607
ebv-miR-BART16	5.84782084459516
ebv-miR-BART17-3p	5.85897225814226
ebv-miR-BART17-5p	5.80472728594281
ebv-miR-BART18	5.72591959677647
ebv-miR-BART19	8.37087397482749
ebv-miR-BART2	5.81506164125276
ebv-miR-BART20-3p	5.7566886732382
ebv-miR-BART20-5p	5.74421824930624
ebv-miR-BART3-3p	5.75728053621318
ebv-miR-BART3-5p	5.7855649112568
ebv-miR-BART4	5.83485649174108
ebv-miR-BART5	5.76486290320413
ebv-miR-BART6-3p	5.76824767540516
ebv-miR-BART6-5p	5.74996047358188
ebv-miR-BART7	6.58643968553938
ebv-miR-BART8-3p	5.97128482853746
ebv-miR-BART8-5p	5.78230711861702
ebv-miR-BART9	5.76497255711892
ebv-miR-BHRF1-1	5.90437202118324
ebv-miR-BHRF1-2	5.73537028397401
ebv-miR-BHRF1-2*	5.78220354896895
ebv-miR-BHRF1-3	5.70555298686805
hcmv-miR-UL112	5.78094387967569
hcmv-miR-UL148D	6.04606428658742
hcmv-miR-UL22A	5.85610548642707
hcmv-miR-UL22A*	5.74644379800421
hcmv-miR-UL36	6.47115105728434
hcmv-miR-UL70-3p	8.72656661586728
hcmv-miR-UL70-5p	5.72442069006115
hcmv-miR-US25-1	6.04480707529449
hcmv-miR-US25-2-3p	5.78510850542897
hcmv-miR-US25-2-5p	6.06747643846182
hcmv-miR-US33	6.79060686158565
hcmv-miR-US4	6.76482819522506
hcmv-miR-US5-1	5.86673538519825
hcmv-miR-US5-2	5.69211621341336
hsa-let-7a	12.4424387917293
hsa-let-7b	14.1072917871415
hsa-let-7c	12.1117962527384
hsa-let-7d	10.7825741220584
hsa-let-7e	11.3637590221233
hsa-let-7f	10.7030655350886
hsa-let-7g	10.9955801071967
hsa-let-7i	10.2927109962852
hsa-miR-1	6.14064485974774
hsa-miR-100	10.7420124625208
hsa-miR-101	10.3519589825254
hsa-miR-103	10.0793266270459
hsa-miR-105	5.77816142559894
hsa-miR-106a	9.23925092214531
hsa-miR-106b	10.8894097956899
hsa-miR-107	10.3873245504346
hsa-miR-10a	7.29060303502887
hsa-miR-10b	8.06636308030283
hsa-miR-122a	5.84255762994381
hsa-miR-124a	8.16196252774292
hsa-miR-125a	10.0352186843423
hsa-miR-125b	13.2905046422035
hsa-miR-126	10.7876223333959
hsa-miR-126*	6.5976971068545
hsa-miR-127	8.07158500823879
hsa-miR-128a	6.53686957577303
hsa-miR-128b	6.7852867683414
hsa-miR-129	6.03003540855157
hsa-miR-130a	11.2330616138117
hsa-miR-130b	8.56111940487956
hsa-miR-132	7.53145536968026
hsa-miR-133a	6.63997215870443
hsa-miR-133b	6.82286928792585
hsa-miR-134	7.56855501873425
hsa-miR-135a	6.87546244882512
hsa-miR-135b	6.1853979470174
hsa-miR-136	7.9985373657813
hsa-miR-137	5.68703942387521
hsa-miR-138	7.44768281532689
hsa-miR-139	6.16050079273563
hsa-miR-140	8.8656523359328
hsa-miR-141	6.35173817942467
hsa-miR-142-3p	10.9736883027588
hsa-miR-142-5p	8.23152515924743
hsa-miR-143	9.05065235780911
hsa-miR-144	7.98434543247686
hsa-miR-145	10.1381120906917
hsa-miR-146a	7.08718393466004
hsa-miR-146b	8.48758642098748
hsa-miR-147	5.74894508876403
hsa-miR-148a	7.91563588384155
hsa-miR-148b	7.17030570668472
hsa-miR-149	8.89781936895608
hsa-miR-150	6.12515553042647
hsa-miR-151	8.58321268862656
hsa-miR-152	7.65383046263894
hsa-miR-153	5.79719152473435
hsa-miR-154	6.09058443094681
hsa-miR-154*	6.19594123807533
hsa-miR-155	8.98693258879284
hsa-miR-15a	9.51183469506212
hsa-miR-15b	11.1708167565525
hsa-miR-16	11.4700991939517
hsa-miR-17-3p	7.98131335703115
hsa-miR-17-5p	8.40464969375322
hsa-miR-181a	10.0471794681602
hsa-miR-181a*	6.83752553443035
hsa-miR-181b	10.1730202687869
hsa-miR-181c	7.97657994510898
hsa-miR-181d	8.4868263587307
hsa-miR-182	6.76678474285128
hsa-miR-182*	5.87935958603481
hsa-miR-183	5.93242404831538
hsa-miR-184	6.14579208932626
hsa-miR-185	9.0112990443539
hsa-miR-186	7.655597929099
hsa-miR-187	6.404835288224
hsa-miR-188	8.06922987156721
hsa-miR-189	5.83034730177141
hsa-miR-18a	7.89098764254577
hsa-miR-18a*	5.86579139397385
hsa-miR-18b	6.11126214238328
hsa-miR-190	5.90222136011455
hsa-miR-191	7.55148883045837
hsa-miR-191*	6.16612627071959
hsa-miR-192	6.76574785219692
hsa-miR-193a	8.24517769678234
hsa-miR-193b	7.8449326676889
hsa-miR-194	6.6668498076191
hsa-miR-195	10.8969328565990
hsa-miR-196a	5.83744956173054
hsa-miR-196b	6.54906207640247
hsa-miR-197	7.8112676675052
hsa-miR-198	7.85295209343465
hsa-miR-199a	6.58379931375684
hsa-miR-199a*	7.04514184749569
hsa-miR-199b	6.18678210322949
hsa-miR-19a	9.26571782468553
hsa-miR-19b	11.0142867560741
hsa-miR-200a	5.94677272650472
hsa-miR-200a*	6.40770298315622
hsa-miR-200b	5.97151844041545
hsa-miR-200c	6.40990911292225
hsa-miR-202	8.71248278887107
hsa-miR-202*	5.75883841802287
hsa-miR-203	5.86448945102204
hsa-miR-204	9.71754034697201
hsa-miR-205	5.99828151801914
hsa-miR-206	5.99497042873248
hsa-miR-208	5.70090004573894
hsa-miR-20a	9.61732563894503
hsa-miR-20b	7.56997424911024
hsa-miR-21	15.9652304787829
hsa-miR-210	9.50512313971716
hsa-miR-211	5.80239193600109
hsa-miR-212	8.30759695664387
hsa-miR-214	7.06615030519066
hsa-miR-215	6.2624062733494
hsa-miR-216	5.72744045192573
hsa-miR-217	5.77090099362732
hsa-miR-218	5.47255966212375
hsa-miR-219	9.46681871852056
hsa-miR-22	12.8328901478724
hsa-miR-220	5.80264086193306
hsa-miR-221	10.3784027425933
hsa-miR-222	14.4141681216335
hsa-miR-223	11.8126988312673
hsa-miR-224	5.82326357420174
hsa-miR-23a	10.4740646476101
hsa-miR-23b	9.9743593843488
hsa-miR-24	11.5707206046682
hsa-miR-25	9.91020623877523
hsa-miR-26a	12.9460406771190
hsa-miR-26b	8.2983256459722
hsa-miR-27a	10.3604413417609
hsa-miR-27b	8.696617980327
hsa-miR-28	7.4791123359064
hsa-miR-296	6.72910687039503
hsa-miR-299-3p	6.42788158419322
hsa-miR-299-5p	6.21337518166164
hsa-miR-29a	13.3327630954227
hsa-miR-29b	11.5775188570011
hsa-miR-29c	10.2897889267577
hsa-miR-301	7.8678785960856
hsa-miR-302a	5.84546796611416
hsa-miR-302a*	5.85530858536087
hsa-miR-302b	5.7967277880915
hsa-miR-302b*	5.78293090351735
hsa-miR-302c	5.83494421331533
hsa-miR-302c*	6.17683330754651
hsa-miR-302d	5.77459206991925
hsa-miR-30a-3p	6.985348924051
hsa-miR-30a-5p	10.8622334376242
hsa-miR-30b	7.7765254484438
hsa-miR-30c	9.08192605327881
hsa-miR-30d	10.7387569534675
hsa-miR-30e-3p	7.411893212162
hsa-miR-30e-5p	8.29979904263015
hsa-miR-31	6.09923458101516
hsa-miR-32	7.18954504888213
hsa-miR-320	10.5408488563661
hsa-miR-323	5.63444620542464
hsa-miR-324-3p	9.40545290489884
hsa-miR-324-5p	7.61818047113853
hsa-miR-325	5.82966189075777
hsa-miR-326	5.81800670614914
hsa-miR-328	6.29113879680156
hsa-miR-329	5.67894083688886
hsa-miR-33	7.3693494805996
hsa-miR-330	6.32889468278154
hsa-miR-331	9.57344969716195
hsa-miR-335	7.45134649038072
hsa-miR-337	5.85726144303356
hsa-miR-338	9.32618911268181
hsa-miR-339	8.08683993194685
hsa-miR-33b	5.72875525510782
hsa-miR-340	6.14052143839433
hsa-miR-342	9.06805803704161
hsa-miR-345	6.88711803559635
hsa-miR-346	5.84653171586971
hsa-miR-34a	9.87735524117208
hsa-miR-34b	7.83136529045974
hsa-miR-34c	6.20732387383364
hsa-miR-361	9.16403624102217
hsa-miR-362	6.46567159437051
hsa-miR-363	7.46227140014484
hsa-miR-363*	5.77899057181224
hsa-miR-365	6.84380296064848
hsa-miR-367	5.9320487292328
hsa-miR-368	6.70377557064712
hsa-miR-369-3p	5.82158640179647
hsa-miR-369-5p	5.78325459444776
hsa-miR-370	10.8063354900491
hsa-miR-371	5.9052039390503
hsa-miR-372	5.7495272929556
hsa-miR-373	6.09240158406705
hsa-miR-373*	6.36261288480922
hsa-miR-374	7.67003162952206
hsa-miR-375	5.81171634836073
hsa-miR-376a	7.76384278282482
hsa-miR-376a*	5.80239127838426
hsa-miR-376b	6.23144038950411
hsa-miR-377	7.36074539604098
hsa-miR-378	6.11292321995681
hsa-miR-379	6.8062293743214
hsa-miR-380-3p	5.79863083607419
hsa-miR-380-5p	5.72712803877751
hsa-miR-381	6.28846750686234
hsa-miR-382	6.47069494504904
hsa-miR-383	5.9067430636312
hsa-miR-384	5.76262934850826
hsa-miR-409-3p	7.21708208055018
hsa-miR-409-5p	6.01769243131958
hsa-miR-410	6.50565899031552
hsa-miR-411	5.75751407260213
hsa-miR-412	5.742466313689
hsa-miR-421	6.528790252892
hsa-miR-422a	6.131668085491
hsa-miR-422b	8.81590066939461
hsa-miR-423	6.04310382352072
hsa-miR-424	9.02382307482475
hsa-miR-425-3p	5.88946233333252
hsa-miR-425-5p	8.01667980659284
hsa-miR-429	5.72413341691643
hsa-miR-431	6.24767494367510
hsa-miR-432	6.6951308614135
hsa-miR-432*	5.73928253557916
hsa-miR-433	5.87967062899953
hsa-miR-448	5.72765354814735
hsa-miR-449	5.8012467136928
hsa-miR-449b	5.811762626565
hsa-miR-450	6.20611955204702
hsa-miR-451	11.0593614041327
hsa-miR-452	7.22180431158745
hsa-miR-452*	5.87639989103774
hsa-miR-453	5.82616971456834
