Hybridization REF	TCGA-06-5416-01A-01T-1485-07
Composite Element REF	unc_DWD_Batch_adjusted
ebv-miR-BART1-3p	5.69211891540334
ebv-miR-BART1-5p	5.65621551139006
ebv-miR-BART10	5.71250068427048
ebv-miR-BART11-3p	5.85761462527112
ebv-miR-BART11-5p	5.65381557713708
ebv-miR-BART12	5.68012324422184
ebv-miR-BART13	8.00247530994275
ebv-miR-BART14-3p	5.71814649323194
ebv-miR-BART14-5p	5.66457760784267
ebv-miR-BART15	5.72743734427443
ebv-miR-BART16	5.66346010525426
ebv-miR-BART17-3p	5.67519248784713
ebv-miR-BART17-5p	5.71194731837162
ebv-miR-BART18	5.65463261498396
ebv-miR-BART19	7.87491662779932
ebv-miR-BART2	5.68419639308268
ebv-miR-BART20-3p	5.64616156406274
ebv-miR-BART20-5p	5.65030334760844
ebv-miR-BART3-3p	5.67395756123257
ebv-miR-BART3-5p	5.65913022647865
ebv-miR-BART4	5.70751320339807
ebv-miR-BART5	5.69647749528563
ebv-miR-BART6-3p	5.61034132947333
ebv-miR-BART6-5p	5.65994940444402
ebv-miR-BART7	6.31552486767394
ebv-miR-BART8-3p	5.89932432713643
ebv-miR-BART8-5p	5.68479155074449
ebv-miR-BART9	5.64704311671952
ebv-miR-BHRF1-1	5.9808568854095
ebv-miR-BHRF1-2	5.65718345403179
ebv-miR-BHRF1-2*	5.70813390999079
ebv-miR-BHRF1-3	5.65122743642406
hcmv-miR-UL112	5.73466969118
hcmv-miR-UL148D	5.91230364951992
hcmv-miR-UL22A	5.75544170589113
hcmv-miR-UL22A*	5.67996946385663
hcmv-miR-UL36	6.37516885743075
hcmv-miR-UL70-3p	7.61103961870293
hcmv-miR-UL70-5p	5.65637218027103
hcmv-miR-US25-1	5.96308021478381
hcmv-miR-US25-2-3p	5.68065737532184
hcmv-miR-US25-2-5p	5.92129567010884
hcmv-miR-US33	6.29093868441664
hcmv-miR-US4	6.98685797219076
hcmv-miR-US5-1	5.78129808224913
hcmv-miR-US5-2	5.63858122907184
hsa-let-7a	13.5241846472417
hsa-let-7b	13.2040818273557
hsa-let-7c	12.4409361278293
hsa-let-7d	11.4225082818745
hsa-let-7e	11.4690636917544
hsa-let-7f	12.5355472003654
hsa-let-7g	10.9785543947769
hsa-let-7i	11.0276373244603
hsa-miR-1	5.63264838605105
hsa-miR-100	10.7688820705612
hsa-miR-101	9.83991120414393
hsa-miR-103	10.7339201669102
hsa-miR-105	5.70537360068115
hsa-miR-106a	10.1037556625639
hsa-miR-106b	10.9033182031114
hsa-miR-107	11.0022273606079
hsa-miR-10a	6.54822047873847
hsa-miR-10b	9.58894502117962
hsa-miR-122a	5.82484479335485
hsa-miR-124a	9.94209290362443
hsa-miR-125a	11.5728648466116
hsa-miR-125b	14.3987302196906
