Hybridization REF	TCGA-28-5207-01A-01T-1485-07
Composite Element REF	unc_DWD_Batch_adjusted
ebv-miR-BART1-3p	5.68168097256836
ebv-miR-BART1-5p	5.78299527558161
ebv-miR-BART10	5.75759835950017
ebv-miR-BART11-3p	6.01295326881322
ebv-miR-BART11-5p	5.79217794372715
ebv-miR-BART12	5.79912990573808
ebv-miR-BART13	7.86893566552054
ebv-miR-BART14-3p	5.80733545605991
ebv-miR-BART14-5p	5.80349284185266
ebv-miR-BART15	5.75674365174787
ebv-miR-BART16	5.74006911751348
ebv-miR-BART17-3p	5.81328870279522
ebv-miR-BART17-5p	5.83368192913989
ebv-miR-BART18	5.7666611726122
ebv-miR-BART19	7.70033242917438
ebv-miR-BART2	5.77406320942391
ebv-miR-BART20-3p	5.75458452220436
ebv-miR-BART20-5p	5.76158320342002
ebv-miR-BART3-3p	5.7713491148111
ebv-miR-BART3-5p	5.77527156530075
ebv-miR-BART4	5.77769536585497
ebv-miR-BART5	5.75927738861164
ebv-miR-BART6-3p	5.73626283445499
ebv-miR-BART6-5p	5.80026299488167
ebv-miR-BART7	6.36708771891205
ebv-miR-BART8-3p	5.97896893428311
ebv-miR-BART8-5p	5.76319206698839
ebv-miR-BART9	5.7844460072821
ebv-miR-BHRF1-1	5.87301852158182
ebv-miR-BHRF1-2	5.74324466614973
ebv-miR-BHRF1-2*	5.81405513504387
ebv-miR-BHRF1-3	5.71649390984201
hcmv-miR-UL112	5.74591139084056
hcmv-miR-UL148D	6.04058351940572
hcmv-miR-UL22A	5.84930433154132
hcmv-miR-UL22A*	5.76365038047875
hcmv-miR-UL36	6.44244846061737
hcmv-miR-UL70-3p	7.44504019566521
hcmv-miR-UL70-5p	5.76720904304725
hcmv-miR-US25-1	6.02107167474187
hcmv-miR-US25-2-3p	5.74325333684587
hcmv-miR-US25-2-5p	6.03800747017237
hcmv-miR-US33	6.50156312491029
hcmv-miR-US4	6.77648064506249
hcmv-miR-US5-1	5.82635224138076
hcmv-miR-US5-2	5.73675771642935
hsa-let-7a	13.9224497347251
hsa-let-7b	14.1095053492994
hsa-let-7c	14.0320765971438
hsa-let-7d	11.2539680815013
hsa-let-7e	11.7420121007031
hsa-let-7f	12.2363338000359
hsa-let-7g	11.1338944445141
hsa-let-7i	10.4737003829262
hsa-miR-1	5.86058131460148
hsa-miR-100	10.8970815053852
hsa-miR-101	11.0370209717742
hsa-miR-103	10.6453021974190
hsa-miR-105	5.72498079190386
hsa-miR-106a	9.84725120391992
hsa-miR-106b	10.9481493876067
hsa-miR-107	10.7707748486908
hsa-miR-10a	8.36499417261186
hsa-miR-10b	9.65368428004456
hsa-miR-122a	5.85383661224781
hsa-miR-124a	11.4619339753118
hsa-miR-125a	10.4589444970880
hsa-miR-125b	13.3429162603252
hsa-miR-126	12.6044307452227
hsa-miR-126*	6.66628424735581
hsa-miR-127	7.91229725621814
hsa-miR-128a	7.4956792839753
hsa-miR-128b	7.9808731671401
hsa-miR-129	8.08703612842696
hsa-miR-130a	9.86603351889687
hsa-miR-130b	7.42474122864811
hsa-miR-132	7.99734225258648
hsa-miR-133a	6.07387613756346
hsa-miR-133b	6.13449920151856
hsa-miR-134	6.50766234811947
hsa-miR-135a	6.82160230873231
hsa-miR-135b	5.97374594787475
hsa-miR-136	7.39704882985512
hsa-miR-137	8.30148745573169
hsa-miR-138	6.55231682230811
hsa-miR-139	7.82608513818225
hsa-miR-140	8.82382124142216
hsa-miR-141	6.07249049745865
hsa-miR-142-3p	8.73370710240652
hsa-miR-142-5p	7.236914287494
hsa-miR-143	10.3172287027677
hsa-miR-144	6.24154223644838
hsa-miR-145	11.5867771012726
hsa-miR-146a	7.42496237762282
hsa-miR-146b	7.60314403552575
hsa-miR-147	5.79549897728979
hsa-miR-148a	10.2395735503420
hsa-miR-148b	7.72616267754093
hsa-miR-149	8.5771409130885
hsa-miR-150	6.91535142564146
hsa-miR-151	7.5804400916195
hsa-miR-152	7.34521940896214
hsa-miR-153	5.89718894036347
hsa-miR-154	6.17510098050356
hsa-miR-154*	6.2952563433428
hsa-miR-155	7.89217673910983
hsa-miR-15a	9.10854835963986
hsa-miR-15b	10.5739883343889
hsa-miR-16	10.8245309942819
hsa-miR-17-3p	7.82160969831145
hsa-miR-17-5p	8.78593596206959
hsa-miR-181a	10.1317855690690
hsa-miR-181a*	6.84072505038696
hsa-miR-181b	9.61491242873862
hsa-miR-181c	9.07572963298731
hsa-miR-181d	8.59657698541587
hsa-miR-182	9.36093937087086
hsa-miR-182*	6.02671146718498
hsa-miR-183	7.3086803404688
hsa-miR-184	6.3171069967775
hsa-miR-185	8.01965897939055
hsa-miR-186	7.57607206089184
hsa-miR-187	5.92766709892597
hsa-miR-188	7.18575027759605
hsa-miR-189	5.9477145355171
hsa-miR-18a	7.08610710390376
hsa-miR-18a*	5.8104350143445
