Hybridization REF	TCGA-06-0184-01A-01T-0230-07
Composite Element REF	unc_DWD_Batch_adjusted
ebv-miR-BART1-3p	5.72574807598955
ebv-miR-BART1-5p	5.77723478203523
ebv-miR-BART10	5.79916576395346
ebv-miR-BART11-3p	6.13220695160311
ebv-miR-BART11-5p	5.68666131462398
ebv-miR-BART12	5.82569179502672
ebv-miR-BART13	7.21584763040241
ebv-miR-BART14-3p	5.77643545319865
ebv-miR-BART14-5p	5.79240746153382
ebv-miR-BART15	5.74590357493696
ebv-miR-BART16	5.88234454131341
ebv-miR-BART17-3p	5.8154344412485
ebv-miR-BART17-5p	5.86154459880983
ebv-miR-BART18	5.72737638801867
ebv-miR-BART19	5.48233815139979
ebv-miR-BART2	5.78476866239161
ebv-miR-BART20-3p	5.77891102227142
ebv-miR-BART20-5p	5.71478882650179
ebv-miR-BART3-3p	5.77592148619907
ebv-miR-BART3-5p	5.73999632096461
ebv-miR-BART4	5.91160659073373
ebv-miR-BART5	5.77496057663505
ebv-miR-BART6-3p	5.71264082746986
ebv-miR-BART6-5p	5.72105256532792
ebv-miR-BART7	6.33036031749465
ebv-miR-BART8-3p	5.95900800880321
ebv-miR-BART8-5p	5.73027255664947
ebv-miR-BART9	5.74784291483835
ebv-miR-BHRF1-1	5.77505350707521
ebv-miR-BHRF1-2	5.74731073729488
ebv-miR-BHRF1-2*	5.75391951260621
ebv-miR-BHRF1-3	5.69246188324277
hcmv-miR-UL112	5.77811353869561
hcmv-miR-UL148D	5.94894103713056
hcmv-miR-UL22A	5.78434424838155
hcmv-miR-UL22A*	5.68717292976097
hcmv-miR-UL36	5.69291807547489
hcmv-miR-UL70-3p	7.3464948001726
hcmv-miR-UL70-5p	5.70387361117873
hcmv-miR-US25-1	5.9612000278821
hcmv-miR-US25-2-3p	5.77388038730816
hcmv-miR-US25-2-5p	5.88314268841499
hcmv-miR-US33	6.37181592822157
hcmv-miR-US4	6.346769475371
hcmv-miR-US5-1	5.99419210033156
hcmv-miR-US5-2	5.7027803830768
hsa-let-7a	14.3141093312417
hsa-let-7b	14.2945131614109
hsa-let-7c	12.42764776093
hsa-let-7d	12.5155719056213
hsa-let-7e	12.3468939675371
hsa-let-7f	13.1757199462437
hsa-let-7g	12.4568870625279
hsa-let-7i	10.9860116047345
hsa-miR-1	5.8720818223803
hsa-miR-100	10.5545858617925
hsa-miR-101	11.7278601347707
hsa-miR-103	10.3596239273153
hsa-miR-105	6.27310010960101
hsa-miR-106a	9.02578271927136
hsa-miR-106b	11.3409943699204
hsa-miR-107	11.0999991408946
hsa-miR-10a	6.20397448655807
hsa-miR-10b	8.15509017903198
hsa-miR-122a	5.83227092616298
hsa-miR-124a	9.82018338243013
hsa-miR-125a	10.3902963513378
hsa-miR-125b	12.5657137129412
hsa-miR-126	12.9237569690885
hsa-miR-126*	7.16583189121004
hsa-miR-127	8.62610026220323
hsa-miR-128a	7.08697252248223
hsa-miR-128b	7.64239022525022
hsa-miR-129	6.45119978445833
hsa-miR-130a	10.4273088046347
hsa-miR-130b	8.06798623891246
hsa-miR-132	8.67550167622917
hsa-miR-133a	5.83298183320497
hsa-miR-133b	5.9568673292446
hsa-miR-134	7.1285046010534
hsa-miR-135a	6.68972734718985
hsa-miR-135b	5.90603380442767
hsa-miR-136	9.47289626785096
hsa-miR-137	7.05078261634641
hsa-miR-138	6.4377278446408
hsa-miR-139	7.04193471062173
hsa-miR-140	9.01778968853906
hsa-miR-141	6.28300153388798
