Hybridization REF	TCGA-28-5216-01A-01T-1485-07
Composite Element REF	unc_DWD_Batch_adjusted
ebv-miR-BART1-3p	5.79926603252115
ebv-miR-BART1-5p	5.80955626648331
ebv-miR-BART10	5.84818940468731
ebv-miR-BART11-3p	6.5869409973792
ebv-miR-BART11-5p	5.76822758203574
ebv-miR-BART12	5.82273362401591
ebv-miR-BART13	8.19205488675543
ebv-miR-BART14-3p	5.89530417792471
ebv-miR-BART14-5p	5.77173605685727
ebv-miR-BART15	5.77694641842505
ebv-miR-BART16	5.87371298839927
ebv-miR-BART17-3p	5.81557214212405
ebv-miR-BART17-5p	5.82749962868984
ebv-miR-BART18	5.77835127218294
ebv-miR-BART19	7.46504027229103
ebv-miR-BART2	5.84387556690013
ebv-miR-BART20-3p	5.73695747081663
ebv-miR-BART20-5p	5.79515406802414
ebv-miR-BART3-3p	5.72287463382318
ebv-miR-BART3-5p	5.70798989487285
ebv-miR-BART4	5.83276930281442
ebv-miR-BART5	5.85502731895061
ebv-miR-BART6-3p	5.74796739528021
ebv-miR-BART6-5p	5.77503041962275
ebv-miR-BART7	6.46279542509148
ebv-miR-BART8-3p	5.96137008957439
ebv-miR-BART8-5p	5.76723837140114
ebv-miR-BART9	5.79311932751026
ebv-miR-BHRF1-1	5.89502846560503
ebv-miR-BHRF1-2	5.72751557379805
ebv-miR-BHRF1-2*	5.82655759517523
ebv-miR-BHRF1-3	5.71528255370108
hcmv-miR-UL112	5.75136667006293
hcmv-miR-UL148D	6.15079429831659
hcmv-miR-UL22A	5.87490053666967
hcmv-miR-UL22A*	5.7784019424299
hcmv-miR-UL36	6.40382281067202
hcmv-miR-UL70-3p	8.99505060788925
hcmv-miR-UL70-5p	5.67841258353999
hcmv-miR-US25-1	6.03292926350211
hcmv-miR-US25-2-3p	5.76518853895312
hcmv-miR-US25-2-5p	6.04607733396439
hcmv-miR-US33	6.73673123037866
hcmv-miR-US4	6.96319446074079
hcmv-miR-US5-1	5.8603044957319
hcmv-miR-US5-2	5.71465932564242
hsa-let-7a	12.8209235406449
hsa-let-7b	14.2378368482070
hsa-let-7c	12.7786149143830
hsa-let-7d	10.7388752134386
hsa-let-7e	11.1127256936969
hsa-let-7f	10.8493748400531
hsa-let-7g	10.3262791133367
hsa-let-7i	9.64316151036737
hsa-miR-1	5.79923909829286
hsa-miR-100	9.86668204791293
hsa-miR-101	11.2652505796945
hsa-miR-103	10.9533978995617
hsa-miR-105	5.87337268027772
hsa-miR-106a	10.1099351078551
hsa-miR-106b	10.9195920986160
hsa-miR-107	10.9878233452935
hsa-miR-10a	6.06461250740249
hsa-miR-10b	8.7412369449895
hsa-miR-122a	5.74255437094833
hsa-miR-124a	10.7910830224207
hsa-miR-125a	10.2074188046446
hsa-miR-125b	13.1489298989839
hsa-miR-126	10.0940162967476
hsa-miR-126*	6.48434264356058
hsa-miR-127	7.71300026303367
hsa-miR-128a	7.57776958745574
hsa-miR-128b	8.24985086090725
hsa-miR-129	7.6249762056617
hsa-miR-130a	10.8848590142434
hsa-miR-130b	9.6523571038506
hsa-miR-132	8.5036046274148
hsa-miR-133a	6.46007836790953
hsa-miR-133b	6.53523907399975
hsa-miR-134	6.6592375822738
hsa-miR-135a	6.86076654584016
hsa-miR-135b	6.05075149857537
hsa-miR-136	7.5650082510549
hsa-miR-137	7.09513327768618
hsa-miR-138	8.36271837965037
hsa-miR-139	7.42439258104804
hsa-miR-140	9.13714066686012
hsa-miR-141	6.86495202272547
hsa-miR-142-3p	9.80253422247854
hsa-miR-142-5p	7.4527376005655
hsa-miR-143	9.16764533181688
hsa-miR-144	7.1812309732203
hsa-miR-145	10.0495854465422
hsa-miR-146a	6.70513130445097
hsa-miR-146b	7.38561789874186
hsa-miR-147	5.8005038810216
hsa-miR-148a	7.70848181038329
hsa-miR-148b	7.2009168453165
hsa-miR-149	9.44148890354978
hsa-miR-150	6.12219196818235
hsa-miR-151	8.33709043589371
hsa-miR-152	6.99981865656426
hsa-miR-153	5.79615252117498
hsa-miR-154	6.02317412158214
hsa-miR-154*	5.8783971829699
hsa-miR-155	7.1298245244547
hsa-miR-15a	9.21354091194979
hsa-miR-15b	11.8831100308769
hsa-miR-16	11.1269951687742
hsa-miR-17-3p	7.98970540101996
hsa-miR-17-5p	9.0961736292169
hsa-miR-181a	10.0108965385562
hsa-miR-181a*	7.00772284914531
hsa-miR-181b	10.0073930972824
hsa-miR-181c	8.16097808614795
hsa-miR-181d	9.31266218573017
hsa-miR-182	6.86668066403329
hsa-miR-182*	5.8498979921068
hsa-miR-183	6.05938508645354
hsa-miR-184	6.36902311320488
hsa-miR-185	8.83671605062665
hsa-miR-186	8.03006962547866
hsa-miR-187	5.90993160371618
hsa-miR-188	7.53098796997642
hsa-miR-189	6.47533018275411
hsa-miR-18a	8.10461161355519
hsa-miR-18a*	5.87988555606156
hsa-miR-18b	6.35718113159924
hsa-miR-190	5.88931264442748
hsa-miR-191	7.49369326164494
hsa-miR-191*	6.0891170048662
hsa-miR-192	6.96016462463379
